ID,name
8717447000,Jalbrzikowski M.
57194638369,Hansen L.
55832864500,Jonas R.K.
6701774874,Van Amelsvoort T.
55910450300,Bakker G.
57207550410,Kates W.R.
6603383055,Antshel K.M.
9741422500,Fremont W.
35236206700,Campbell L.E.
7005089148,McCabe K.L.
57202326782,Daly E.
55979578600,Gudbrandsen M.
7401764127,Murphy C.
7404062227,Murphy D.
7103269626,Craig M.
7103321645,Emanuel B.
7005251917,McDonald-Mcginn D.
9745660700,Ruparel K.
6507586174,Roalf D.
7103065698,Gur R.E.
57203234366,Schmitt J.E.
7202910012,Simon T.J.
9236660300,Goodrich-Hunsaker N.J.
57195976340,Durdle C.A.
54899597300,Doherty J.
57201121062,Cunningham A.C.
6701851503,Van Den Bree M.
7102905437,Linden D.E.J.
36044041500,Owen M.
57202194800,Moss H.
8517650500,Jahanshad N.
6701387944,Bearden C.E.
57201212051,Sanders S.
23060352300,Giraud-Carrier C.
55258864700,Hogge J.W.
7005371369,Giles N.F.
7006085792,Rowley R.L.
55665625900,Wilding W.V.
24335536400,Martin S.R.
40561545600,Merrell A.J.
7006001488,Christensen W.F.
6701752452,Dromey C.
57200248178,Black K.M.
57196000820,Ahmad W.
57195995765,Yang Y.
7004450337,Zumbrun K.
7402004420,Campbell K.S.
6602231941,Amare N.
57197730899,Kane E.
7101816438,Manning A.D.
56810920600,Naidoo J.S.
55764744500,Aslani P.
6603077820,Blotter J.D.
57217339723,Hoagland D.
57140193000,Bustamante D.
36011148100,Van Hoe B.
56155127800,Oman K.G.
6506311950,Van Steenberge G.
57196086981,Draper S.R.E.
55981276700,Lawrence P.B.
57190261034,Billings W.M.
57196097542,Xiao Q.
57196096093,Brown N.P.
57196088013,Bécar N.A.
57196086109,Matheson D.J.
57190252027,Stephens A.R.
55456759700,Price J.L.
57202280527,Brewer J.
57202283319,Lee K.
57198318094,Hollenbeck M.
35195145200,Wamick K.
57196275913,Cathey C.
57196277369,Opra J.
57211422454,Smith R.
57192941583,Childs B.R.
6603945025,Christofferson J.P.
55249877500,Coombs D.
57200860487,Bulloch R.
57191256797,Chang D.K.
13605498800,Verbert K.
56716068400,Thacker K.S.
57203230997,Ferguson S.M.
57191031931,Brusati M.
37098602100,Camplani A.
56424241200,Chen H.
6701695863,Citterio M.
7006631262,Lazzaroni M.
56404157200,Takai H.
7005836251,Comer D.J.
57195596864,Sorensen S.T.
57195596391,Hopman A.
57195598039,Petersen M.
57195595627,Basko R.
57195600276,Ochsner S.
57193015007,Collins G.
57193015157,Tuttle N.J.
57193016069,Tracy J.B.
55859152500,Wheadon J.
24081319400,Platt B.C.
57193435113,Kruman B.A.
57193430035,Nelson M.C.
57193433048,Hoybjerg T.G.
57192660307,Tuttle S.C.
57193429691,Myers S.J.
57193431261,Cook R.B.
57192964074,Killian M.
57193362917,Oldroyd J.
55674595800,Rombach I.
56390719200,Park D.
7102503611,Pollard T.
57190974399,Broomfield J.
54410814200,Lee T.Y.
56716946800,Smith A.
6506645565,Elmqvist N.
14035040300,Boyd-Graber J.
10040303000,Findlater L.
55949256500,Hurd R.C.
56875349800,Speirs N.B.
36106810300,Belden J.
56875089300,Pan Z.
57198431633,Lovett B.
57198450286,Robinson W.
57198443855,Zamora M.A.
57198451372,Sharker S.I.
54911216200,Mansoor M.M.
57195332895,Merritt A.
14822519000,Truscott T.T.
56315352000,Shumway L.
56492379200,Wall T.
57192307368,Davidson A.D.
57197800472,Pigg A.C.
57197797367,Curtis C.P.
56453304300,Jandron M.A.
57194875876,Tate Fanning D.
7005666650,Bower A.F.
35186389400,Senic D.
7406552522,Williams D.F.
7006715937,Remley K.A.
57192595504,Wang C.-M.
7101643443,Holloway C.L.
55511230900,Yang Z.
24465414600,Palmer J.
26644144000,Lavin C.
55547115089,Nelson T.
57193564939,Ahn E.-Y.
54399816500,Das H.
55726346900,Hong S.-T.
55585953300,Han K.-S.
8935514400,Lee K.-J.
56762988100,Park J.-W.
7401969039,Han H.N.
6603040755,Red E.
57192959498,Pedersen A.
57192961253,Jones T.
57197710678,Tolman S.
57188688103,Wilson J.P.
57195420301,Bodily D.M.
7401970125,Allen T.F.
7103395611,Swift G.
24831334500,Wong R.
18038642000,Stone S.E.
57208709468,Garcia S.E.
57208710317,Wray K.W.
57208709846,Rowe W.J.
57170532300,Pfau K.H.
57208702517,Liu R.
57208707588,Holden J.
57208707585,Angeles A.
6508147112,Willits B.L.
57208706948,Robinson K.P.
57021948900,Jafek A.
55078951500,Bodily P.M.
57215280005,Jacobsen A.J.
6602958570,Snell Q.
57214010282,Barrett L.K.
57189351639,Fan J.
57194697486,Laughlin K.
57194141209,Danforth E.M.
55376424100,Suvorov A.
7006440923,Crandall K.A.
14057706900,Bybee S.M.
57195317234,Hurst W.
7102534973,Parkinson A.R.
57195962821,Patrick B.
6507659000,Helps R.G.
57195962037,Sutton M.
57195964820,Hasler E.
57195961036,Williams J.L.
57195964763,Irvin J.J.
57195961251,Hirt J.R.
55672496100,Ziegenfuss D.H.
35413539100,Roberts M.W.
57190806425,Fuentes D.S.
36536647200,Claussen S.
57198919773,Martínez A.
54787829800,Hube M.A.
56672834700,Staves D.R.
6603625990,Red W.E.
57193008289,Zhang W.
57192816311,Renouard J.
55550262000,Wang N.
36167063600,Makhmalbaf A.
55550264900,Srivastava V.
7006420570,Hathaway J.E.
57192156100,Lorenzo G.
36675881600,Tew K.
35366248300,Gomez H.
57193845336,Kleinbaum S.
57193533805,Boettcher E.
23983490300,Ruokolainen R.
26323686000,Lee M.-G.
57194162490,Hammon S.
57194158491,Zacheu G.
35182844400,Du K.
57217654846,Cai H.
57192893058,Park M.
55544941800,Alfson K.J.
